GROUP[ 114650 ][ 180 ]
114650
272650
169200
605913
144050
134430
207300
134500
227300
188055
202400
267450
234000
150590
177820
277480
179000
231200
273800
300367
173590
227600
153670
187900
187800
139090
600588
188025
153650
137560
313900
188000
153640
155100
173500
608404
188030
273900
605735
176950
209050
173580
173450
601709
173420
188020
601977
300331
230430
604498
277970
308220
300299
300129
227400
300087
141000
173560
306800
193400
306900
134510
122700
306700
134520
262850
262800
227500
225310
147900
135800
169000
601450
142700
107000
109000
130060
130020
130010
305200
606408
225410
201200
225320
208050
130090
130000
225400
130080
130050
154750
154700
157700
229200
231070
123700
109820
223320
275300
608907
605526
176600
602096
604218
104310
606889
605055
606688
105550
221770
172700
260540
607822
127750
601104
600274
607485
600795
105500
117300
176500
181500
104300
125320
168610
221820
248900
606656
114100
128101
193680
270900
152600
260300
118750
304790
259690
607674
314570
168860
188200
147891
118800
601696
607688
602404
607060
606324
608902
556500
607671
602124
159900
602629
128100
224500
602554
314250
606798
189600
128235
110050
190300
263400
264800
177850
211900
607140
607859
140850
176900
188050
107300
176780
140900
120440
175750
112200
149600
245650
GROUP[ 116100 ][ 391 ]
116100
302300
116300
608030
608031
601371
315000
239900
115900
115800
116400
601286
121390
601202
115700
600881
115665
115660
116800
601885
116200
116700
116150
600886
107250
116600
193230
212400
212550
106230
110800
156850
600907
115650
147610
190330
601372
600373
178900
230200
223540
608367
601811
604229
183800
204870
240950
211770
254000
225200
178800
159420
159410
156900
156600
608908
255500
110150
185450
225100
608474
180050
264420
150500
312530
304030
600790
300216
221900
157150
157151
193220
308500
605822
174310
223330
108985
177650
248190
142350
103100
129750
165000
311000
106240
165098
607034
258400
178330
100200
164100
164150
608345
310460
300184
117360
113400
212900
240800
600638
143000
156190
106220
602078
258470
600165
135700
178300
258450
601779
510000
550000
277730
225740
193003
185100
607313
213002
165150
115645
213000
302600
209100
607694
108700
130950
190200
302200
218900
600559
606177
160550
157640
212350
215450
257600
231300
604278
156700
137700
601682
606689
608695
608696
187501
208300
123570
217520
181700
269400
121400
217300
603047
217700
309300
183850
608484
121700
121850
127600
251700
238950
172870
160700
217500
129600
249300
603221
154705
211930
604308
224200
185200
192200
265200
608967
169300
100700
248770
173600
130100
607086
132900
608542
147820
607087
609008
271100
606519
251900
600459
272550
606703
177860
137765
142730
127200
164300
255320
277320
160150
255200
605637
603041
309660
263550
160565
262900
238800
268950
600996
600706
255100
255140
254960
182920
252011
253320
602541
606768
305550
255160
159100
255300
160200
160010
550500
212160
255125
600462
300148
608810
147420
160500
601419
608358
600737
604454
605820
600334
254130
601846
607569
147421
606070
254950
310440
159000
608423
603511
603689
607091
500002
606842
117000
602771
158810
608099
253601
607801
604286
601287
253700
606612
607155
608807
159001
604801
310300
256030
254110
161800
181350
310095
604929
600416
255310
607920
602067
606072
224550
601003
218050
277100
245340
160750
158901
253590
254100
309950
310000
204730
158800
603323
159050
309930
123320
604559
261670
310450
608346
608840
607855
254090
255600
300376
268200
181430
170600
164310
257950
253600
603280
310200
551000
154276
154275
600467
601888
601887
602199
170400
168300
170500
608390
160800
255700
602668
145800
606243
255110
515000
145260
226350
167700
253800
253280
105800
607906
603595
236660
314400
109730
107601
248760
253900
310800
213400
137763
137600
607541
121900
122200
602082
608470
122100
217600
136800
304730
217800
148300
122000
600975
601471
600309
185070
162370
157910
300158
231080
608837
244510
267750
608454
250951
608831
208155
178110
602612
145600
180900
186580
113470
260600
605756
192400
604622
264350
177735
109650
108050
GROUP[ 125530 ][ 186 ]
125530
144190
178995
221780
221760
270300
173000
606632
607949
177350
106500
133000
602036
163050
190345
605041
607107
157400
606240
607464
202300
188470
138800
605642
188455
603386
603744
188550
107950
553000
605635
608812
131600
608456
601228
175505
250650
166400
135290
603600
302030
604183
184500
251270
133239
137215
158320
260350
276300
175400
120436
114500
114400
120435
604370
155255
175200
174900
175100
151600
243400
607893
603737
176807
601518
608656
608658
603688
603956
300228
301845
605462
604451
182000
109390
166970
600991
132800
273120
602068
185460
215030
227000
132990
300259
601606
603587
113705
114480
155240
114900
608035
155601
606660
606661
155700
137550
