Source	Target	Weight
125595	144110	3.55173
125595	155800	5.59173
125595	177750	6.30434
125595	241120	4.11743
125595	252200	6.30434
125600	102100	5.61467
125600	119000	6.51838
125600	126100	4.06128
125600	129200	6.26332
125600	136500	6.09694
125600	146720	4.71984
125600	154600	5.98799
125600	601341	4.85145
125600	603391	3.91849
125630	120100	5.14699
125630	120790	5.6388
125630	125635	6.25502
125630	191850	6.84968
125630	191950	5.08997
125630	193050	5.28144
125630	193450	4.77185
125630	212070	5.44447
125630	300268	6.41812
125635	125630	6.25502
125635	191850	7.37576
125635	191950	5.48429
125635	193450	4.3301
125635	207600	2.74007
125635	300268	5.06111
125635	606799	5.63946
125640	104570	6.23969
125640	106990	5.75791
125640	107601	5.00856
125640	124480	6.09726
125640	129490	6.8642
125640	129510	6.06494
125640	129550	5.5705
125640	161000	7.17248
125640	161050	6.22506
125640	206600	6.43116
125640	212835	6.33702
125640	214350	6.22864
125640	224900	6.09694
125640	245660	4.08219
125640	257980	6.16669
125640	262020	7.05736
125640	272980	7.87414
125640	275450	6.73808
125640	601319	6.72182
125640	601345	7.58934
125640	602401	8.42112
125640	605779	5.98794
125700	173100	4.89211
125700	241540	4.45115
125700	256600	3.99718
125700	262400	4.2312
125700	262600	4.41768
125700	304900	4.98723
125800	144600	4.17191
125800	221995	4.89772
125800	222000	5.41137
125800	235800	4.13791
125800	304800	4.85061
125800	304900	4.03812
125850	125851	5.36517
125850	125853	5.10678
125850	147630	5.18509
125850	260370	4.44063
125850	600496	8.91319
125850	600955	4.36931
125850	604284	3.80009
125850	606391	5.64415
125851	118430	3.67402
125851	125850	5.36517
125851	268040	4.22459
125851	600496	5.44787
125851	601407	5.52831
125851	601410	3.87598
125851	606176	5.48729
125851	606392	5.73058
125851	606394	6.67163
125852	125853	5.40528
125852	167755	4.91196
125852	600319	5.20839
125852	601318	6.5016
125852	606391	5.59653
125853	125850	5.10678
125853	125852	5.40528
125853	600496	5.92596
125853	602511	4.30958
125853	606391	6.13924
125853	608600	4.88706
125890	137100	4.10628
125890	152420	4.17763
125890	210450	2.92039
125890	242880	4.20166
125890	261000	4.34053
125890	261100	5.00182
125890	269650	4.13468
125900	147251	5.28042
125900	147300	5.66631
125900	147400	5.76947
125900	189700	4.65473
125900	222900	3.27501
125900	273000	5.76947
125900	302400	5.66631
126050	102510	6.36548
126050	112700	5.91015
126050	133705	4.65347
126050	174600	6.00612
126050	190600	6.17622
126050	192950	5.63942
126050	300158	5.9411
126070	103470	6.42518
126070	103500	7.70745
126070	122440	4.68853
126070	203280	7.76104
126070	203285	5.42035
126070	203310	6.79088
126070	204110	5.43788
126070	220900	6.67414
126070	227010	7.08033
126070	266350	7.40246
126070	278400	7.8483
126070	300600	6.14227
126070	300650	7.73604
126070	300700	6.19173
126070	310900	6.53628
126070	601220	6.57291
126070	601800	7.63968
126070	603794	3.78993
126070	606952	7.59512
126100	125600	4.06128
126100	146720	4.05979
126100	208080	3.98908
126100	260555	4.95665
126100	600251	3.39058
126100	601378	3.84875
126180	176800	6.36153
126180	178200	4.74784
126180	251230	4.48331
126180	600801	4.90757
126180	607543	4.89652
126190	106280	4.04654
126190	251220	4.0083
126190	270460	4.70742
126190	300428	4.27509
126190	608028	4.31761
126200	222100	3.77826
126200	266600	3.95178
126200	300100	3.73427
126200	312080	3.85781
126200	603896	3.81229
126250	218300	5.27552
126250	224300	5.01438
126250	265880	6.05044
126250	601884	5.30053
126250	603828	5.17797
126250	607636	5.66147
126250	608361	4.59003
126300	190800	5.33373
126300	191482	5.08594
126300	234030	5.09561
126300	264090	4.20795
126300	601553	4.84319
126300	603669	5.77014
126320	153400	3.95648
126320	190800	4.37634
126320	271100	4.21333
126320	600269	4.22685
126320	601348	3.88842
126500	158100	6.70926
126500	189000	6.70926
126500	189100	6.70926
126500	189150	6.34716
126500	189230	6.70685
126500	600399	6.35587
126500	601759	6.1873
126500	607539	6.76338
126500	608028	5.74503
126550	148100	4.00027
126550	151550	3.45829
126550	156830	4.94545
126550	166220	5.65208
126550	166710	4.86279
126550	211355	5.02802
126550	259440	5.44675
126550	604922	5.113
126600	126700	7.39973
126600	136550	6.46106
126600	136900	5.22606
126600	228980	4.93215
126600	605670	5.80021
126600	606177	4.11156
126700	126600	7.39973
126700	136550	6.81696
126700	153840	5.45927
126700	153890	5.41041
126700	228980	5.81621
126700	606177	5.23276
126800	109120	4.89147
126800	185100	4.86574
126800	309620	4.27576
126800	314600	6.37411
126800	600256	5.48046
126800	600257	6.02487
126800	600638	5.58842
126800	601536	4.34057
126800	604356	4.08398
126800	607323	5.48668
126840	126850	7.06096
126840	137280	3.65294
126840	155140	3.24824
126840	243320	3.55737
126840	314900	3.86895
126840	600263	4.71717
126850	126840	7.06096
126850	190310	5.2408
126850	243320	3.7262
126850	300397	3.99389
126850	600263	5.55758
126900	114200	4.04443
126900	181750	3.69037
126900	182950	2.70525
126900	183500	3.88795
126900	600356	4.05008
126900	601216	3.8057
126900	601224	3.81155
126950	117900	5.95752
126950	122600	5.71567
126950	169550	5.06546
126950	184253	7.11508
126950	191520	5.1487
126950	223550	4.48773
126950	272450	7.05582
126950	273740	6.30068
126950	601096	5.589
126950	601344	5.57094
126950	603740	4.71684
126950	608728	5.66657
127000	146200	4.01436
127000	241410	4.61794
127000	244460	4.54098
127000	253280	3.71797
127000	603147	3.69449
127100	161470	4.98378
127100	161500	4.97702
127100	210740	4.44463
127100	221750	4.678
127100	231520	5.80876
127100	304300	4.98378
127100	608980	4.98378
127200	137765	5.36456
127200	142730	4.86454
127200	147610	4.79909
127200	201250	4.65618
127200	272450	5.37919
127300	108720	4.56814
127300	127350	5.25232
127300	146000	4.55861
127300	249700	6.10398
127300	300106	4.68117
127350	127300	5.25232
127350	156230	5.84566
127350	163400	5.79668
127350	177300	5.4827
127350	179200	5.86422
127350	179300	5.68926
127350	191400	6.12267
127350	608637	6.26121
127400	114140	4.57448
127400	133200	4.38069
127400	145200	4.51096
127400	148390	4.59712
127400	277465	5.08273
127400	603794	3.63509
127500	144150	4.75587
127500	203290	5.53152
127500	214450	4.47956
127500	606952	5.40924
127500	608032	5.895
127550	194350	4.22334
127550	210900	4.14525
127550	278700	4.31742
127550	305000	4.83379
127550	600648	4.09978
127600	106280	5.10627
127600	181700	5.08285
127600	193900	4.50946
127600	217090	4.1627
127600	217520	5.69387
127600	269400	4.92801
127700	169500	3.41593
127700	300509	6.24541
127700	600202	6.24656
127700	604254	6.24482
127700	604709	3.21056
127700	606616	6.24455
127700	608995	6.24585
127750	105500	5.08222
127750	125320	5.4347
127750	168600	5.53657
127750	168601	5.5525
127750	168610	5.39211
127750	172700	6.13921
127750	181500	4.42155
127750	260540	7.30078
127750	600274	5.39926
127750	601104	5.79144
127750	605055	5.73014
127750	607485	6.29127
127750	607822	5.15781
127800	109300	5.84573
127800	182255	6.85833
127800	186850	6.59901
127800	215050	6.18836
127800	301940	5.38246
127800	309645	5.12193
127820	137360	4.79115
127820	156250	6.55622
127820	166000	4.37879
127820	206550	5.09105
127820	600204	4.56599
127820	600356	4.88053
128000	125550	7.46552
128000	125580	8.65785
128000	135950	5.64399
128000	136100	8.70066
128000	139800	8.08809
128000	140450	6.72443
128000	173700	5.07982
128000	179600	6.79258
128000	186750	8.69994
128000	207620	4.75829
128100	128235	5.14916
128100	159900	5.91286
128100	189600	4.79222
128100	190300	5.31627
128100	224500	6.22274
128100	249900	4.34951
128100	602124	6.90447
128100	602629	6.29317
128100	606798	5.23642
128100	607671	7.23069
128100	608643	3.96752
128101	118800	4.22243
128101	128235	5.22382
128101	152600	5.41626
128101	193680	8.58062
128101	260300	5.18771
128101	270900	6.02576
128101	602124	6.20499
128101	602629	6.60029
128101	607671	6.05554
128200	118800	4.61873
128200	159900	5.1319
128200	605751	5.22191
128200	607671	4.68907
128200	608105	5.14718
128230	159900	5.52633
128230	168100	5.24474
128230	314250	5.69846
128230	600116	5.85695
128230	602124	6.15593
128230	607671	5.61313
128235	128100	5.14916
128235	128101	5.22382
128235	224500	5.6216
128235	304700	4.31957
128235	602554	5.36379
128235	602629	5.4249
128235	607236	4.98267
128300	124300	6.27666
128300	128400	6.29479
128300	133500	6.30237
128300	607842	7.03766
128300	608814	6.59222
128400	123557	4.58736
128400	124300	9.91283
128400	124400	9.91283
128400	128300	6.29479
128400	128500	9.90117
128400	128900	9.91283
128400	129000	9.90441
128400	133500	9.99931
128400	136200	6.02426
128400	261560	4.2788
128400	261575	4.77406
128400	300428	6.12506
128400	607842	4.46545
128500	124300	9.99841
128500	124400	9.99841
128500	128400	9.90117
128500	128700	4.69644
128500	128710	5.5055
128500	128800	6.49667
128500	128900	9.99841
128500	129000	9.9999
128500	139500	7.99226
128500	425500	7.74146
128600	124300	5.00404
128600	124400	5.00404
128600	128900	5.00404
128600	603457	5.04773
128600	604830	6.2616
128700	113600	5.83643
128700	124300	4.69532
128700	128500	4.69644
128700	129000	4.6963
128700	602588	4.72248
128700	605856	4.48607
128710	124300	5.50591
128710	124400	5.50591
128710	128500	5.5055
128710	128900	5.50591
128710	129000	5.50577
128800	124300	6.49616
128800	124400	6.49616
128800	128500	6.49667
128800	128900	6.49616
128800	129000	6.49674
128800	187510	4.51535
128800	601356	5.12261
128900	123557	4.55124
128900	124300	10
128900	124400	10
128900	128400	9.91283
128900	128500	9.99841
128900	128600	5.00404
128900	128710	5.50591
128900	128800	6.49616
128900	129000	9.99911
128900	133500	9.90685
128900	136200	5.99032
128900	261575	4.74663
128900	300428	6.04009
128980	108760	6.06335
128980	157800	5.28439
128980	165680	7.04222
128980	166800	7.49874
128980	221300	6.41716
128980	304350	6.20242
128980	304400	5.39346
128980	601449	6.98983
129000	124300	9.99911
129000	124400	9.99911
129000	128400	9.90441
129000	128500	9.9999
129000	128700	4.6963
129000	128710	5.50577
129000	128800	6.49674
129000	128900	9.99911
129000	133500	9.89687
129000	139500	7.99201
129000	425500	7.74138
129100	108320	7.85243
129100	120500	6.56095
129100	124300	6.18286
129100	161100	4.6184
129100	189300	9.43594
129100	271620	5.49318
129100	275250	7.85305
129100	606840	4.35752
129150	216920	4.92934
129150	260470	3.26874
129150	602099	2.93713
129150	602440	5.73931
129150	607225	4.6149
129200	102100	5.98179
129200	119000	6.53281
129200	125600	6.26332
129200	136500	6.04484
129200	139600	4.96327
129200	204900	5.67876
129200	601341	5.0072
129400	106260	7.36188
129400	129900	5.94773
129400	154780	5.92254
129400	225000	7.04101
129400	225060	6.92561
129400	604292	6.38014
129490	112300	5.86348
129490	125640	6.8642
129490	189500	6.68451
129490	207780	5.14492
129490	212835	6.10504
129490	224750	6.60432
129490	224900	8.20233
129490	225050	4.94455
129490	257960	6.82499
129490	257980	6.17788
129490	262020	7.47714
129490	305100	5.08725
129490	601375	6.775
129490	601553	6.78045
129490	602032	5.68368
129490	602401	7.24209
129490	607626	4.57733
129490	607656	6.02076
129490	608290	5.3074
129500	148210	5.83027
129500	148500	4.50464
129500	149200	5.30068
129500	158310	4.06624
129500	167210	4.4422
129500	191482	5.35945
129500	224750	5.26416
129500	601553	5.37806
129510	103285	6.04782
129510	124480	6.34221
129510	125640	6.06494
129510	207780	5.29364
129510	218330	4.6103
129510	221320	5.07541
129510	224900	6.08066
129510	275450	6.41903
129510	305100	4.51648
129510	311280	7.06954
129540	136140	5.62419
129540	141300	4.50516
129540	190351	5.34669
129540	225000	5.99251
129540	225060	6.0504
129540	273400	5.84869
129540	311200	5.93386
129540	312860	5.88483
129550	113700	4.65849
129550	125640	5.5705
129550	161000	5.22914
129550	163600	4.81197
129550	163700	4.10192
129550	206600	6.28906
129550	275450	5.80311
129550	601319	5.2051
129600	100700	5.75868
129600	154705	5.35261
129600	173600	4.89055
129600	185450	6.48584
129600	249300	6.02509
129600	268050	5.17691
129600	309300	6.54771
129600	603221	5.03652
129600	603595	4.87622
129600	604308	6.05408
129600	609008	4.14839
129750	103100	4.54067
129750	106230	5.2798
129750	165000	5.45391
129750	178330	5.95223
129750	206700	5.5578
129750	225200	6.76574
129810	106900	6.96549
129810	129830	8.10827
129810	174300	6.24505
129810	225060	6.9348
129810	226440	5.2045
129810	273400	6.9746
129810	301815	6.80188
129810	601701	6.00407
129810	601957	5.3756
129810	602077	7.01182
129810	603446	5.58845
129810	603543	5.21003
129830	106900	8.57001
129830	129810	8.10827
129830	164180	5.0828
129830	179400	8.44252
129830	191000	6.00678
129830	226440	5.0526
129830	263510	4.85136
129830	273400	6.1739
129830	301815	8.31229
129830	600268	4.04923
129830	602077	7.37049
129830	603543	5.90115
129830	608518	5.28889
129840	169170	3.58752
129840	191800	3.73882
129840	606176	3.96423
129840	606394	3.26821
129840	608036	4.38375
129850	177980	4.48255
129850	180870	4.51346
129850	230200	4.75939
129850	308600	4.78656
129850	314320	4.36263
129900	106260	6.44799
129900	113620	5.47207
129900	129400	5.94773
129900	219000	5.3771
129900	225000	6.20693
129900	225060	6.1014
129900	604292	8.79729
130000	130010	5.16593
130000	130020	4.96046
130000	130050	4.89499
130000	130080	4.44651
130000	130090	5.05246
130000	225400	5.66453
130010	130000	5.16593
130010	130020	6.91668
130010	130060	5.59055
130010	130080	4.65526
130010	201200	5.16496
130010	225310	5.08778
130010	225320	5.05117
130010	305200	7.05458
130010	606408	5.06457
130020	130000	4.96046
130020	130010	6.91668
130020	130060	5.56736
130020	130080	4.64552
130020	147900	5.552
130020	225310	5.18045
130020	305200	6.38641
130020	606408	5.38227
130050	130000	4.89499
130050	130070	4.40387
130050	154700	4.57286
130050	225400	5.16927
130050	225410	4.38568
130060	130010	5.59055
130060	130020	5.56736
130060	142700	5.0497
130060	147900	5.28701
130060	201200	5.7402
130060	225410	5.02934
130060	231070	4.94762
130060	255310	4.50777
130060	259690	4.25541
130060	304150	4.88866
130060	305200	5.13245
130060	600705	3.59124
130060	603546	5.27389
130060	606408	4.1185
130070	130050	4.40387
130070	130080	4.44925
130070	176690	4.05457
130070	182212	5.17928
130070	210710	5.09547
130070	231070	4.73676
130070	245600	5.10137
130070	248370	4.78333
130070	304150	5.31182
130070	309610	5.14287
130080	130000	4.44651
130080	130010	4.65526
130080	130020	4.64552
130080	130070	4.44925
130080	225400	4.32443
130090	123700	4.22018
130090	130000	5.05246
130090	154750	4.9847
130090	201200	5.34914
130090	208050	4.85694
130090	225320	4.84153
130090	604622	3.85021
130100	173600	4.77049
130100	176780	3.68254
130100	192200	5.08454
130100	224200	4.98369
130100	248770	5.12331
130100	275300	5.35356
130100	606215	5.41385
130100	607086	5.05098
130100	607140	3.69656
130100	608542	5.20277
130180	121200	7.39871
130180	121201	5.4069
130180	227050	3.07081
130180	269720	5.33899
130180	601764	5.99785
130180	606129	4.03282
130180	607745	6.10429
130190	213500	6.66978
130190	300494	6.67959
130190	300497	6.67959
130190	603175	6.67866
130190	603176	6.66978
130190	603387	6.25733
130190	606349	6.66978
130600	166910	5.88757
130600	185000	5.66352
130600	206300	6.45187
130600	235370	5.72118
130600	266120	6.0254
130600	266140	7.85683
130600	270970	5.84517
130650	180200	4.88063
130650	180860	5.17027
130650	194070	5.45863
130650	218040	4.39252
130650	235255	4.93684
130650	312870	5.87657
130650	601803	5.41267
130700	235360	3.20705
130700	242680	2.79153
130700	253240	4.94052
130700	604571	2.84527
130700	606963	3.78131
130710	150280	3.96196
130710	203000	4.6728
130710	211450	5.03099
130710	250230	4.6579
130710	605838	3.9397
130900	104500	8.26484
130900	104510	6.36608
130900	104530	7.08257
130900	114120	5.74996
130900	125300	5.97028
130900	125500	5.9293
130900	204650	8.44841
130900	204700	7.49482
130900	226750	6.45384
130900	234580	5.65496
130900	301100	5.48461
130900	301200	7.69785
130900	601216	6.50476
130900	602639	7.00787
130900	608563	6.49933
130950	108700	4.54152
130950	209100	4.53798
130950	215450	6.17218
130950	302600	4.40445
130950	607694	4.11151
131100	145000	4.58533
131100	145001	4.09
131100	151623	4.06641
131100	160980	4.87142
131100	171400	5.12666
131200	109200	4.54798
131200	151310	5.42088
131200	258150	5.37832
131200	264080	4.21927
131200	300511	4.68514
131200	600458	3.57423
131200	608115	4.1795
131300	122860	4.44915
131300	166220	4.59324
131300	166600	4.90441
131300	224300	4.50104
131300	239100	4.84008
131400	131440	4.7501
131400	147050	5.45203
131400	162830	5.14553
131400	261500	4.79095
131400	600807	5.1215
131400	607685	4.45635
131430	131440	5.28324
131430	137500	6.40035
131430	171100	5.53564
131430	175510	4.17424
131430	186950	6.42843
131430	191500	4.97954
131430	254600	4.99095
131430	260570	6.53027
131430	261500	6.6091
131440	131400	4.7501
131440	131430	5.28324
131440	133180	4.65634
131440	159556	5.06174
131440	600080	4.96502
131445	101000	4.82566
131445	105580	4.34255
131445	155755	6.37439
131445	156240	3.45569
131445	162091	7.18422
131445	162220	4.81474
131445	162260	6.32602
131445	162270	6.47143
131445	268210	4.69279
131445	600139	3.77952
131445	603641	4.65372
131445	607174	6.10059
131450	110000	8.57473
131450	131460	9.95556
131450	131500	8.53339
131450	145100	6.62602
131450	154600	6.32829
131450	177700	7.02073
131450	190800	7.16093
131450	193240	4.70779
131450	268220	3.74528
131450	600269	5.60172
131450	600598	6.87557
131450	603119	6.39546
131460	110000	8.69525
131460	131450	9.95556
131460	131500	8.51518
131460	154600	6.31014
131460	177700	7.49494
131460	190800	7.23071
131460	193240	4.72956
131460	268220	3.75981
131460	304000	7.49494
131460	600269	5.6103
131460	600598	6.92528
131460	603119	6.35527
131500	110000	7.35242
131500	131450	8.53339
131500	131460	8.51518
131500	177700	6.10342
131500	190800	6.13329
131500	600598	5.88504
131600	135290	6.4121
131600	151600	3.77474
131600	166400	6.41541
131600	175505	6.21922
131600	184500	6.91882
131600	251270	4.54172
131600	276300	4.93353
131600	302030	5.40882
131600	601228	6.07603
131600	603600	6.77033
131600	603744	5.22906
131600	604183	5.33415
131600	608456	6.60285
131600	608812	7.24632
131705	114140	6.39848
131705	131750	5.9399
131705	131760	6.60067
131705	131800	6.50838
131705	131880	5.79084
131705	131900	5.80897
131705	148500	4.10757
131705	148730	4.96705
131705	169600	5.42914
131705	169610	5.50244
131705	226500	5.46971
131705	226600	4.75595
131705	226700	5.05878
131705	226730	4.6478
131705	601001	5.94215
131705	604536	5.0016
131705	607600	5.38331
131750	114140	5.56677
131750	131705	5.9399
131750	131760	5.3762
131750	131850	6.03945
131750	131880	5.28612
131750	169610	4.79633
131750	226600	4.36269
131760	124200	4.7553
131760	131705	6.60067
131760	131750	5.3762
131760	131800	5.99065
131760	131950	5.9468
131760	146590	5.47853
131760	146800	5.64575
131760	148730	6.33606
131760	169600	4.95879
131760	173650	4.87093
131760	226670	5.10036
131760	226700	4.90908
131760	242500	4.91589
131760	607654	5.99615
131800	131705	6.50838
131800	131760	5.99065
131800	131880	6.14427
131800	131950	7.13721
131800	131960	5.67089
131800	226450	5.27393
131800	226650	4.49931
131800	226670	5.47146
131800	226700	4.91439
131800	245660	4.32505
131800	302000	5.10873
131800	601001	6.01604
131800	607523	5.15979
131850	131750	6.03945
131850	131880	5.56791
131850	132000	5.99603
131850	226735	4.7142
131850	600360	6.35385
131850	601001	5.74427
131850	604129	6.71482
131850	607523	5.7889
131880	131705	5.79084
131880	131750	5.28612
131880	131800	6.14427
131880	131850	5.56791
131880	131900	7.2605
131880	131950	5.53497
131880	226600	4.73427
131880	226700	4.94721
131880	245130	5.15603
131880	302000	5.15419
131880	600360	5.31668
131880	601001	6.47812
131880	607600	5.19929
131900	131705	5.80897
131900	131880	7.2605
131900	131950	5.46573
131900	131960	5.39881
131900	226700	4.86644
131900	601001	5.49156
131900	607600	5.16003
131950	131760	5.9468
131950	131800	7.13721
131950	131880	5.53497
131950	131900	5.46573
131950	131960	5.97825
131950	226450	5.01302
131950	226650	4.34061
131950	226670	5.38198
131950	260130	5.67148
131950	302000	5.00098
131960	131800	5.67089
131960	131900	5.39881
131960	131950	5.97825
131960	132000	5.45779
131960	158000	5.46018
131960	260130	6.66183
131960	607523	6.74961
131960	607654	6.16567
131960	607655	5.14006
132000	131850	5.99603
132000	131960	5.45779
132000	260130	5.81307
132000	600360	6.4095
132000	601075	4.72327
132000	604129	5.75976
132090	132100	6.72814
132090	132300	5.77881
132090	159600	4.61054
132090	175780	4.37714
132090	226000	4.27147
132090	226810	4.82121
132090	236900	8.06699
132090	239300	7.68535
132090	245180	6.53227
132090	245570	4.88926
132090	266100	7.10268
132090	267740	6.05439
132090	273770	6.36763
132090	300062	6.85041
132090	300491	7.89632
132090	306960	5.74657
132090	307700	4.08287
132090	310370	7.27081
132090	600176	6.99249
132090	600348	6.02214
132090	604352	6.55382
132090	604364	7.66704
132090	605480	6.51246
132090	605751	6.98108
132090	607221	7.7928
132090	607578	4.21024
132090	608098	6.06358
132090	608762	6.20574
132100	132090	6.72814
132100	236900	6.25486
132100	239300	5.96003
132100	604364	5.74842
132100	607221	5.66412
132300	121210	5.08248
132300	132090	5.77881
132300	167400	4.65509
132300	236900	5.23485
132300	604352	5.62627
132300	605021	5.6711
132400	105835	5.92517
132400	118610	4.62593
132400	142669	6.13665
132400	170700	5.54088
132400	186575	4.95127
132400	208230	6.25165
132400	208250	4.37641
132400	271600	6.43934
132400	600204	6.53633
132400	600969	7.41957
132400	607078	7.09567
132400	607850	5.4623
132450	226950	6.69525
132450	227290	5.95061
132450	600060	6.40385
132450	601088	6.32197
132450	601543	6.40385
132450	602092	6.6429
132450	607039	6.40665
132500	161470	5.5293
132500	161500	5.52196
132500	173590	5.86141
132500	304300	5.5293
132500	604391	2.87108
132500	608980	5.5293
132600	212066	3.63702
132600	254100	3.63737
132600	311280	3.68274
132600	601224	3.75129
132600	608264	3.93017
132700	146530	4.3594
132700	181030	3.95389
132700	191091	3.95746
132700	605041	4.46652
132700	608901	4.09969
132800	109390	4.83614
132800	182000	5.04542
132800	301845	5.04081
132800	604451	4.72527
132800	605462	4.91238
132900	105800	3.75583
132900	109730	4.57395
132900	123700	4.06695
132900	154705	4.7158
132900	173600	4.62566
132900	600459	3.60857
132900	606519	4.41383
132900	607086	6.17488
132900	607087	3.74208
132900	608967	5.55063
132990	106500	4.31867
132990	300259	4.32085
132990	605218	4.26181
132990	607949	5.77427
132990	608579	5.30792
133000	106500	8.13723
133000	125530	4.2676
133000	142690	3.32478
133000	177350	4.70621
133000	193050	4.64123
133000	602036	5.8338
133020	115430	4.30895
133020	143850	5.08374
133020	147430	4.77064
133020	221400	4.21856
133020	256800	4.33162
133020	600361	4.91545
133020	600419	4.21663
133020	605285	5.72167
133020	608591	4.63245
133100	102900	5.3862
133100	142335	4.53518
133100	142470	4.47098
133100	263300	3.78997
133100	263400	5.22312
133100	601977	4.69423
133180	131440	4.65634
133180	182170	5.35849
133180	230430	5.83184
133180	252270	4.95883
133180	600080	4.40865
133180	601399	5.15585
133180	601775	5.03871
133180	602439	5.11785
133190	108650	5.55655
133190	154000	5.01808
133190	242520	6.6594
133190	258300	5.15463
133190	606658	5.05024
133200	101840	5.33962
133200	112300	5.8259
133200	127400	4.38069
133200	146530	5.50483
133200	175860	5.45786
133200	248300	7.12234
133200	602036	5.9574
133239	109350	4.33336
133239	137215	6.58916
133239	155255	4.88507
133239	158320	5.05513
133239	175505	5.32889
133239	250650	5.00937
133239	260350	5.23617
133239	608456	5.79148
133240	142350	3.50977
133240	142400	4.78174
133240	164330	3.94617
133240	306950	4.99179
133240	608638	4.83247
133450	144700	3.88022
133450	151410	4.94585
133450	151441	3.81546
133450	600328	4.0309
133450	607150	3.61321
133450	608232	4.10043
133500	123557	4.59534
133500	124300	9.90685
133500	124400	9.90685
133500	128300	6.30237
133500	128400	9.99931
133500	128900	9.90685
133500	129000	9.89687
133500	136200	6.03364
133500	165670	2.87917
133500	215850	3.77247
133500	261560	4.28272
133500	261575	4.78157
133500	300428	6.13124
133500	607842	4.47009
133600	156520	5.40637
133600	192800	4.31271
133600	602342	4.31972
133600	603656	4.13574
133600	604519	3.36696
133600	605946	5.06711
133690	156250	6.3539
133690	158345	6.72422
133690	164680	7.07671
133690	175450	6.42338
133690	177900	3.96867
133690	215300	6.18811
133690	265100	6.89693
133690	601224	5.55353
133690	603656	4.85954
133700	133701	6.13897
133700	156250	5.28237
133700	158345	5.27097
133700	215300	5.01399
133700	603656	5.04884
133701	133700	6.13897
133701	156250	5.27983
133701	158345	5.17838
133701	166000	4.60072
133701	206750	5.06147
133701	215300	5.17704
133701	235000	4.18582
133705	126050	4.65347
133705	141400	4.76002
133705	180750	4.62906
133705	272460	4.67806
133705	600736	4.84255
133750	115000	5.34278
133750	145100	4.71819
133750	155800	5.59324
133750	604317	4.42341
133750	607214	4.93302
133780	216900	5.3124
133780	262300	5.47819
133780	601414	5.66142
133780	601777	5.26071
133780	603649	5.44142
133800	113750	7.23704
133800	139100	4.66506
133800	139630	7.99455
133800	177990	4.3009
133800	180600	7.26578
133800	200130	5.17038
133800	204110	5.43011
133800	227240	6.91223
133800	234030	6.46479
133800	260555	7.38854
133800	600771	5.48352
133900	119000	5.75492
133900	137575	5.58785
133900	154300	7.12144
133900	155050	4.57046
133900	157950	5.0622
133900	187100	6.05883
133900	189700	5.27255
133900	248350	4.39177
133900	273050	5.03181
133900	601552	5.95472
133900	605935	4.30614
133900	606893	4.20619
133900	608563	5.93364
134000	117850	6.96071
134000	139600	5.45992
134000	145295	3.61235
134000	145700	5.94571
134000	145701	5.07418
134000	177750	5.69436
134000	211770	5.47939
134000	239840	5.65969
134000	252200	5.69436
134000	600457	5.66275
134100	100200	5.25776
134100	105120	4.07942
134100	134200	5.9061
134100	218100	6.03554
134100	218200	3.41429
134100	601471	5.44218
134100	601536	5.48806
134200	105120	3.64574
134200	134100	5.9061
134200	141405	3.56528
134200	144755	4.8375
134200	155900	3.84439
134200	218100	5.86776
134200	218200	6.01854
134200	604185	5.64084
134300	119000	5.12732
134300	121070	4.7466
134300	135700	5.14313
134300	141405	3.53212
134300	190100	5.65582
134300	601471	4.58415
134300	606773	5.98993
134400	136150	4.67394
134400	150590	3.84429
134400	173400	4.69512
134400	176900	3.7058
134400	242890	4.66739
134400	248260	4.66739
134400	607398	4.66739
134430	122700	4.07318
134430	134500	5.1849
134430	134510	3.87988
134430	144050	6.18151
134430	169200	4.88198
134430	202400	4.38748
134430	207300	6.14377
134430	227300	4.85452
134430	227500	4.2008
134430	272650	4.88198
134500	134430	5.1849
134500	144050	4.30287
134500	150590	3.4466
134500	177820	6.86435
134500	187900	5.81644
134500	188055	5.35634
134500	202400	4.34457
134500	207300	4.46879
134500	227300	7.70522
134500	234000	4.04046
134500	262850	4.37009
134500	277480	5.83018
134510	122700	5.07703
134510	134430	3.87988
134510	134540	5.10632
134510	187900	3.74301
134510	300087	3.61448
134520	134540	4.67143
134520	135800	4.34388
134520	147900	4.78531
134520	262850	4.3108
134520	306800	5.94346
134520	306900	4.25061
134540	125540	4.68223
134540	134510	5.10632
134540	134520	4.67143
134540	159595	5.21371
134540	606215	4.60808
134600	109130	5.36578
134600	138070	4.25959
134600	179800	5.16003
134600	179830	5.17418
134600	219900	5.01476
134600	227810	4.71974
134600	241520	5.7687
134600	241530	7.09487
134600	267200	5.64319
134600	310468	5.80463
134600	600081	5.59837
134610	112270	4.62348
134610	120100	5.32346
134610	142680	4.00254
134610	186575	4.21736
134610	260920	4.05563
134700	102800	4.4982
134700	147540	6.35969
134700	166910	5.12481
134700	172150	4.47144
134700	225450	4.50461
134750	108100	4.52354
134750	178610	4.05159
134750	180350	4.5354
134750	223320	3.93307
134750	607847	4.23095
134780	100100	3.97453
134780	142900	4.51325
134780	211750	6.29274
134780	258860	5.72944
134780	261540	5.81971
134780	263510	4.93448
134780	264480	5.95571
134780	301040	5.33794
134780	302380	5.77902
134780	601357	5.51752
134900	125530	4.20154
134900	204900	4.45741
134900	248010	4.51851
134900	262850	4.756
