Source	Target	Weight
227255	213980	4.10106
227255	243800	4.19263
227255	301800	4.23087
227255	600123	4.51224
227255	605321	4.22888
227260	139450	6.04079
227260	180730	4.61791
227260	182150	6.31799
227260	200110	5.78344
227260	312860	5.39355
227260	608156	5.46044
227270	112600	5.20953
227270	223610	5.93673
227270	228250	5.18459
227270	272150	4.89464
227270	272620	4.94286
227280	113477	4.83132
227280	119000	5.16782
227280	121070	4.55283
227280	180870	4.31673
227280	268850	4.25606
227290	116150	5.73427
227290	132450	5.95061
227290	137270	3.83707
227290	184000	5.76098
227290	222448	5.74063
227290	601088	5.63784
227300	134430	4.85452
227300	134500	7.70522
227300	177820	5.0434
227300	188055	7.21959
227300	202400	4.0756
227300	207300	5.27808
227300	227400	4.45935
227300	267450	3.32456
227320	122920	5.21112
227320	123560	5.28533
227320	140000	4.51174
227320	190680	5.06293
227320	227330	5.40524
227320	600399	6.11196
227330	109900	5.8058
227330	113477	5.88585
227330	142625	5.56124
227330	169100	5.84556
227330	179613	5.23045
227330	180870	5.80577
227330	222470	4.13426
227330	225040	4.79952
227330	227320	5.40524
227330	272430	4.86737
227330	277150	5.08584
227330	277720	5.68747
227330	300209	5.48265
227330	300430	5.21231
227330	300465	5.53171
227330	304110	5.85807
227330	600159	5.70291
227330	600736	7.31947
227330	604314	5.57372
227330	605130	5.56331
227330	605945	6.02976
227330	606155	6.12842
227330	607330	4.88994
227330	607500	5.41109
227400	161950	3.96882
227400	176860	4.43578
227400	188030	4.34682
227400	188055	4.74158
227400	227300	4.45935
227500	108725	3.95936
227500	134430	4.2008
227500	227600	4.97607
227500	262850	4.07031
227500	604499	4.37533
227600	227500	4.97607
227600	231200	4.36804
227600	264900	3.91466
227600	273800	5.02991
227600	277480	4.69398
227600	306900	4.13238
227650	182900	4.25674
227650	194350	4.38506
227650	205900	5.6321
227650	208900	5.47245
227650	210900	6.04327
227650	249270	3.57011
227650	260400	4.55284
227650	278700	4.99717
227650	305000	5.1429
227810	134600	4.71974
227810	219800	4.07459
227810	222900	3.03316
227810	229600	4.26133
227810	230400	4.06638
227810	276700	4.29866
227850	138070	3.42452
227850	219900	3.52877
227850	235360	3.91986
227850	259680	3.40423
227850	608184	3.66704
228000	222700	4.43535
228000	230800	4.37662
228000	253220	4.53619
228000	257200	4.3526
228000	278000	4.41994
228020	179500	3.65856
228020	208081	3.60908
228020	260530	4.59786
228020	272450	4.25276
228020	309645	4.23872
228100	201450	5.27217
228100	212140	5.04451
228100	237310	4.94682
228100	255120	5.4233
228100	600649	4.65309
228100	601466	4.14756
228200	104400	4.9695
228200	137360	4.67083
228200	143050	6.36425
228200	143095	4.76027
228200	191440	6.09006
228200	200500	5.90001
228200	211120	5.73477
228200	601360	6.48741
228250	112600	5.21385
228250	119100	5.55342
228250	188740	5.04733
228250	223610	5.65923
228250	227270	5.18459
228250	259250	4.44403
228300	193450	4.02698
228300	227200	3.58657
228300	273150	4.78744
228300	279000	3.32114
228300	415000	3.3953
228355	171200	4.74502
228355	274300	5.07815
228355	274600	4.35013
228355	274800	4.68504
228355	275100	4.79959
228355	600791	5.70013
228355	600971	5.36565
228355	607039	5.36015
228355	608219	5.59565
228355	608265	5.62692
228400	143860	3.28853
228400	203400	2.94192
228400	207000	2.88173
228400	241120	5.36565
228400	272430	2.8143
228520	114290	5.06061
228520	117650	5.90382
228520	135500	4.62337
228520	200610	5.81903
228520	205600	5.40987
228520	213980	5.87511
228520	218700	4.30242
228520	224400	5.75858
228520	224410	5.2241
228520	239850	5.19073
228520	245160	4.52062
228520	245190	5.55251
228520	250220	4.96107
228520	256050	5.86112
228520	258480	6.07215
228520	269250	6.04748
228520	277600	4.67858
228520	302380	6.3523
228520	309350	5.61712
228520	311300	5.98575
228520	600325	5.3492
228520	601927	4.87536
228520	602361	4.39727
228520	602613	5.07594
228520	608406	5.40276
228560	119570	5.43409
228560	135300	5.04602
228560	135400	5.01809
228560	145700	5.5233
228560	172880	5.99055
228560	194000	5.32192
228560	248450	4.84645
228560	266270	4.89658
228560	608518	5.59525
228600	135300	4.94656
228600	211170	4.2391
228600	236490	5.58107
228600	277950	4.47297
228600	601812	4.30319
228800	112700	4.75208
228800	114200	3.78414
228800	140600	3.55869
228800	259100	3.65495
228800	269630	3.51533
228900	106995	5.4355
228900	112450	5.538
228900	112600	5.64399
228900	190650	5.40168
228900	201250	5.33012
228900	301940	7.64396
228930	114300	5.46659
228930	165590	5.56836
228930	206920	6.16281
228930	258865	5.78234
228930	269000	4.68329
228930	300484	5.49395
228940	113470	4.20341
228940	156810	4.08065
228940	215850	4.06015
228940	263210	4.30784
228940	274210	3.90248
228940	601348	4.07633
228940	607598	4.30195
228960	107300	5.05069
228960	136150	5.01001
228960	176900	3.82303
228960	242890	5.00955
228960	248260	5.00955
228960	601676	5.15819
228980	126600	4.93215
228980	126700	5.81621
228980	153840	5.02865
228980	193230	5.20891
228980	210370	4.70025
228980	228990	6.86096
228980	602772	5.4808
228990	153840	6.48229
228990	163500	6.49113
228990	228980	6.86096
228990	233800	6.66117
228990	277350	4.2735
228990	602772	7.2799
229000	136150	4.06368
229000	171100	4.15617
229000	176950	4.67189
229000	603388	5.04298
229000	608173	4.20814
229045	106280	3.4923
229045	136400	4.94901
229045	161480	3.52852
229045	226400	5.12577
229045	305350	4.45984
229050	229100	5.21035
229050	235400	3.82261
229050	239510	4.16392
229050	258920	4.55648
229050	275350	4.89419
229050	605871	4.28204
229070	151310	4.91553
229070	191250	5.53799
229070	275120	4.12958
229070	480000	4.26903
229070	608996	4.84938
229100	229050	5.21035
229100	243050	6.12227
229100	243320	5.97902
229100	247950	5.63537
229100	258900	3.99417
229100	258920	6.08223
229100	261000	4.50858
229100	276200	5.57438
229100	602079	4.286
229120	155900	4.0336
229120	156620	5.66095
229120	166780	4.6777
229120	235830	4.93866
229120	301590	4.92175
229120	304500	5.04386
229120	601412	5.26679
229200	166200	6.17068
229200	166220	5.46231
229200	166240	5.98313
229200	177850	4.55953
229200	224200	5.51138
229200	225400	5.80455
229200	225410	5.20004
229200	269880	4.87404
229250	179900	6.66049
229250	207000	7.79031
229250	218010	5.98172
229250	243450	4.99494
229250	254150	4.45384
229250	268320	5.18674
229250	270350	10
229250	301700	6.10643
229250	604537	6.38823
229300	229310	6.11176
229300	256000	4.98594
229300	270550	5.93942
229300	302900	6.18923
229300	500002	4.88359
229300	601992	6.13325
229310	229300	6.11176
229310	270550	6.4053
229310	302900	8.07147
229310	601992	9.39885
229310	605361	5.22769
229400	136760	5.82274
229400	155145	5.29329
229400	600776	5.60512
229400	601452	5.66333
229400	605627	5.67503
229400	607597	5.7822
229500	142330	3.58698
229500	220120	4.7546
229500	256450	4.96274
229500	300496	4.25688
229500	601820	4.90083
229500	605911	4.32679
229600	140350	4.62848
229600	227810	4.26133
229600	230400	4.20954
229600	266150	4.34416
229600	607689	4.03658
229800	147630	5.14664
229800	172150	3.96601
229800	260370	4.19026
229800	601318	3.98965
229800	603902	4.00989
229850	156810	4.68584
229850	200995	4.48572
229850	223340	5.13112
229850	235255	5.38929
229850	236680	5.86815
229850	236700	4.32812
229850	249000	5.52234
229850	261540	5.52022
229850	264480	5.76977
229850	265300	3.9999
229850	267000	4.98608
229850	304050	4.66293
229850	308050	4.70569
229850	312870	5.64136
229900	136550	4.90561
229900	193230	6.67049
229900	258870	4.65742
229900	600110	5.30387
229900	608051	5.23844
230000	208400	5.50744
230000	230500	5.71693
230000	230800	4.62714
230000	250250	4.21063
230000	252605	5.37369
230000	252920	5.8601
230000	252930	5.57637
230000	253220	5.80809
230000	259700	4.5734
230000	266265	4.70589
230000	269921	5.61445
230000	272200	4.44382
230000	301500	5.06324
230000	303600	5.1348
230000	308050	4.78017
230200	115700	5.35093
230200	129850	4.75939
230200	212067	3.8116
230200	218900	5.34346
230200	230350	5.01219
230200	230400	4.44615
230200	302200	6.2244
230200	600559	4.60765
230200	600881	5.35086
230200	601202	5.35096
230200	601286	5.35087
230200	608885	4.52213
230300	104600	4.52424
230300	136150	4.80036
230300	144800	4.84915
230300	242890	4.78809
230300	248260	4.78809
230300	607398	4.78809
230350	207900	5.21982
230350	230200	5.01219
230350	230400	5.41975
230350	252930	4.97083
230350	252940	5.40318
230400	140350	4.35937
230400	215600	4.14866
230400	227810	4.06638
230400	229600	4.20954
230400	230200	4.44615
230400	230350	5.41975
230400	255120	4.27702
230400	600559	3.56892
230400	608885	4.28687
230430	102900	5.19324
230430	133180	5.83184
230430	141000	4.86348
230430	173500	5.31966
230430	188020	5.05978
230430	231095	3.92955
230430	300367	4.63116
230430	604498	5.18009
230430	607847	4.32313
230450	102800	5.08015
230450	102900	5.68395
230450	212160	4.99803
230450	231900	5.86847
230450	250790	4.19542
230450	261670	4.96464
230450	601608	3.79116
230500	142630	4.30452
230500	208400	5.36558
230500	230000	5.71693
230500	252920	5.74281
230500	253200	5.37027
230500	253220	5.76341
230500	256550	4.84061
230500	268800	4.90389
230500	607014	5.17024
230600	204500	4.86164
230600	213950	3.51347
230600	230650	7.09579
230600	230710	4.66756
230600	231000	5.05738
230600	249240	5.73946
230650	204500	4.50673
230650	230600	7.09579
230650	249240	5.04355
230650	249900	4.46592
230650	600419	4.10033
230650	604369	4.50184
230650	604432	4.51344
230700	204500	6.07298
230700	230710	5.2795
230700	249240	5.05068
230700	271250	5.40512
230700	272750	4.8778
230700	601780	5.1545
230710	204500	5.03039
230710	213950	4.25595
230710	227150	4.45584
230710	230600	4.66756
230710	230700	5.2795
230710	249240	5.28585
230710	264900	4.18729
230740	146520	4.66255
230740	146550	4.33097
230740	203650	4.23923
230740	240150	3.21705
230740	300042	4.36382
230740	604379	4.66564
230750	164750	5.38204
230750	249210	3.88455
230750	306955	3.9765
230750	310980	5.4844
230750	600057	4.12455
230750	600908	4.02787
230800	106100	4.17297
230800	176860	4.27991
230800	193400	4.27271
230800	228000	4.37662
230800	230000	4.62714
230800	257200	4.54538
230800	278000	5.24157
230800	301500	4.97083
230800	607616	5.21879
230900	231000	5.56618
230900	236750	4.36937
230900	253220	4.86112
230900	256550	4.89056
230900	257200	5.28748
230900	607625	4.79574
230900	608013	5.90795
231000	212800	3.53177
231000	230600	5.05738
231000	230900	5.56618
231000	231005	4.1832
231000	269600	5.17848
231000	607616	4.71966
231000	607625	4.54735
231005	215250	3.54659
231005	231000	4.1832
231005	232500	3.88323
231005	252940	3.95286
231005	253010	4.12079
231005	272200	4.7171
231050	252500	5.04437
231050	252600	5.35972
231050	252930	5.04597
231050	253200	5.16012
231050	300232	5.05406
231060	217095	4.63017
231060	233430	4.62871
231060	236110	5.16634
231060	300263	4.84296
231060	306100	4.5864
231070	130060	4.94762
231070	130070	4.73676
231070	201200	5.21648
231070	271510	4.75514
231070	278250	6.71156
231080	152900	3.75459
231080	162370	4.71185
231080	255600	3.81171
231080	300158	4.13975
231080	608837	4.20977
231090	114600	3.19476
231090	114700	3.34631
231090	166950	3.83617
231090	168200	3.65623
231090	313490	3.63618
231095	112270	4.28386
231095	165660	4.22514
231095	206000	4.50897
231095	218300	5.78181
231095	230430	3.92955
231100	114550	4.24812
231100	214900	4.57998
231100	215600	4.19583
231100	235200	4.51221
231100	235555	4.37527
231100	276700	4.63613
231100	601195	4.4736
231100	603358	4.30892
231200	173590	5.78084
231200	179000	5.44164
231200	187800	5.3469
231200	227600	4.36804
231200	273800	6.85456
231200	277480	5.76859
231200	300367	5.16426
231300	137700	5.19115
231300	218900	5.65608
231300	250900	4.64131
231300	276100	4.63084
231300	302200	6.10344
231300	604278	5.96853
231520	127100	5.80876
231520	150280	5.09935
231520	216330	5.41284
231520	221750	5.32439
231520	251455	6.48767
231520	272450	5.87187
231520	273740	5.68602
231520	601096	5.531
231530	222730	5.03124
231530	223500	4.512
231530	240900	4.50085
231530	601820	4.86178
231530	602485	4.72324
231550	143850	3.82753
231550	146500	4.22238
231550	239400	4.25429
231550	300100	4.24536
231550	300200	4.27657
231550	300250	4.3235
231550	300270	4.42943
231630	104290	5.26657
231630	119915	5.85644
231630	145590	5.61503
231630	167870	3.12373
231630	607501	5.04399
231630	607504	5.64276
231670	201450	4.47549
231670	210200	4.30394
231670	225750	4.16194
231670	256000	4.37717
231670	256730	4.27277
231670	606054	4.76099
231680	201450	5.95987
231680	201470	5.51771
231680	212140	5.84415
231680	252010	5.14288
231680	255120	5.41724
231680	608836	4.87701
231690	140350	3.68169
231690	141749	3.83302
231690	142335	4.75802
231690	250940	3.62961
231690	604131	4.26975
231900	102800	6.26412
231900	102900	7.39746
231900	137280	5.03518
231900	206300	5.88046
231900	225450	6.06402
231900	230450	5.86847
231900	258920	4.72328
231900	266130	4.59523
231900	268150	5.61466
231900	603528	4.70195
231950	215480	3.7557
231950	235800	3.71458
231950	238970	3.56256
231950	239510	3.63252
231950	600807	3.60457
231970	182940	4.80549
231970	184300	5.84455
231970	206500	5.57697
231970	207770	5.25041
231970	222500	4.40803
231970	301410	4.78343
231970	312800	3.40948
231970	604919	3.6853
232220	232240	6.92905
232220	249100	4.44328
232220	300400	4.60713
232220	301000	4.86952
232220	306400	4.69852
232220	308230	4.87089
232220	602079	4.02106
232240	150550	3.96051
232240	162000	3.90484
232240	232220	6.92905
232240	246450	3.96561
232240	306400	3.94521
232300	161800	5.14547
232300	212140	4.64492
232300	300257	5.79983
232300	604801	4.69555
232300	608836	4.62009
232500	227150	4.23785
232500	231005	3.88323
232500	261740	4.61341
232500	276700	4.38818
232500	300257	4.51801
232500	606612	4.43792
232500	607920	4.66789
232700	212140	4.16607
232700	255120	4.0179
232700	261740	5.10056
232700	261750	4.84219
232700	600649	4.45883
233100	138070	6.4769
233100	220100	4.82939
233100	222000	3.87166
233100	238200	5.52
233100	249650	4.3373
233100	600631	3.59411
233100	600808	3.5987
233100	600918	5.36863
233270	248910	4.88996
233270	601362	4.71259
233270	604317	5.16065
233270	604321	5.16783
233270	606217	5.66211
233270	608393	5.16065
233300	233400	6.22072
233300	233420	5.10442
233300	277000	4.95027
233300	300018	5.66941
233300	306100	5.16648
233300	600171	5.56279
233400	212850	4.6124
233400	233300	6.22072
233400	273250	4.66624
233400	605672	5.14911
233400	606705	4.5941
233420	136680	5.85329
233420	154230	6.65826
233420	233300	5.10442
233420	300018	6.41776
233420	300228	4.38885
233420	306100	6.04535
233420	424500	6.78447
233420	480000	5.60457
233420	605288	4.30417
233420	607080	4.84093
233430	231060	4.62871
233430	236110	5.32683
233430	600757	5.61647
233430	600987	5.14877
233430	602966	5.23073
233430	607258	4.77086
233430	608874	5.23007
233450	141200	5.17712
233450	161900	3.94648
233450	203780	4.83372
233450	256120	4.18402
233450	301050	4.09834
233500	101400	5.76932
233500	104350	5.45272
233500	106260	5.95271
233500	135100	4.72843
233500	135500	4.73203
233500	200110	6.10853
233500	201000	5.60489
233500	264475	5.82603
233500	600908	4.90771
233500	608572	5.81714
233600	206000	4.45299
233600	206100	5.62745
233600	247630	4.68102
233600	267500	4.95217
233600	314900	4.556
233800	153840	7.61865
233800	153890	7.66781
233800	179840	6.78104
233800	228990	6.66117
233800	601549	4.93659
233800	605750	4.44058
233800	608051	6.56245
233800	609021	5.67323
233810	146400	4.58786
233810	175860	4.58803
233810	183500	5.05967
233810	245130	5.37984
233810	309630	4.76625
233910	200950	5.01624
233910	212200	6.30873
233910	218800	4.61331
233910	220120	5.90205
233910	235800	5.16215
233910	248600	4.97992
233910	252150	4.78187
233910	261600	4.75411
233910	261630	5.91979
233910	300323	4.24534
233910	300496	5.32682
233910	600143	5.22578
234000	107320	3.73859
234000	134500	4.04046
234000	150590	4.88104
234000	176860	3.86058
234000	188055	4.23953
234000	202400	3.90768
234030	100600	4.28128
234030	126300	5.09561
234030	133800	6.46479
234030	146550	6.47626
234030	182815	6.16612
234030	185069	4.31399
234030	190800	7.48169
234030	200130	5.80191
234030	258360	5.01181
234030	264090	4.78102
234030	273390	4.33424
234030	276880	5.53298
234030	308830	5.51181
234030	600269	6.0536
234030	601358	5.82793
234030	605389	6.46144
234050	183100	4.57786
234050	208850	5.36076
234050	212840	4.58711
234050	238320	4.99981
234050	273150	4.47352
234100	107650	3.80497
234100	148050	5.52593
234100	157980	5.26267
234100	166250	5.26644
234100	249630	5.27395
234100	302380	5.39251
234200	164500	4.70654
234200	183086	4.59106
234200	183090	4.99605
234200	200150	4.63269
234200	600072	4.29589
234200	607236	5.18453
234250	180870	5.24937
234250	244450	4.87163
234250	251190	5.9805
234250	300232	5.84273
234250	603394	5.48215
234250	608278	5.65273
234280	174400	7.68666
234280	175690	7.7894
234280	186350	7.49798
234280	189200	7.44237
234280	236500	5.82934
234280	241000	6.51316
234280	263450	7.58583
234280	601163	5.81975
234280	604257	5.38332
234300	137550	6.16081
234300	162900	5.13098
234300	163050	5.34803
234300	163700	4.00187
234300	603670	4.6964
234350	118900	2.89504
234350	142680	4.00838
234350	151020	4.16531
234350	157860	4.16531
234350	237550	4.06031
234350	268150	4.42205
234350	606035	4.07867
234500	235800	4.75993
234500	250900	4.3688
234500	260650	4.85139
234500	261600	4.9179
234500	311250	4.43772
234580	104500	5.45597
234580	104510	5.53527
234580	130900	5.65496
234580	204650	5.35964
234580	245660	4.04243
234580	301200	5.6461
234700	113900	4.22398
234700	209600	4.00281
234700	216950	4.98588
234700	217000	5.44487
234700	605218	4.76249
234700	606044	4.81851
234700	608437	4.92309
234800	114620	4.51409
234800	145400	4.39844
234800	152550	3.89782
234800	239711	4.20333
234800	263210	4.41627
234800	272450	4.20765
234810	106050	4.39501
234810	106700	4.20183
234810	119100	4.07086
234810	178400	5.04212
234810	265380	4.23806
234810	606963	3.98119
234820	114900	2.95498
234820	137575	2.93648
234820	159557	3.15448
234820	600195	3.08168
234820	606893	3.35249
235000	133701	4.18582
235000	169545	4.11744
235000	180860	4.03449
235000	194090	4.75936
235000	604919	3.76094
235000	605982	4.66096
235200	176100	5.31417
235200	219700	4.20807
235200	231100	4.51221
235200	276700	4.49717
235200	277900	4.79503
235200	601195	4.44811
235200	603903	4.23131
235255	130650	4.93684
235255	187300	4.00622
235255	191830	4.27273
235255	229850	5.38929
235255	235510	5.32244
235255	243800	5.2623
235255	267000	4.77531
235255	268310	5.518
235255	273395	5.0926
235255	276820	4.46113
235255	312870	5.47519
235255	601803	5.48354
235255	603585	5.1503
235255	608104	4.52945
235360	130700	3.20705
235360	206000	3.63343
235360	227100	3.53837
235360	227850	3.91986
235360	240500	3.24828
235360	253240	3.04153
235360	603554	3.61199
235370	125480	3.57587
235370	130600	5.72118
235370	141700	5.87549
235370	172150	5.66593
235370	266140	7.17039
235370	270970	7.12566
235370	311350	4.87583
235400	161950	3.90292
235400	229050	3.82261
235400	266130	3.68096
235400	274150	5.45692
235400	603903	3.68738
235500	142630	3.97304
235500	153550	4.69949
235500	178550	4.40497
235500	214200	3.97909
235500	601195	4.33148
235510	135900	5.39097
235510	201000	5.50881
235510	235255	5.32244
235510	261540	5.49144
235510	265300	3.68715
235510	302380	5.39254
235550	152420	4.83838
235550	242880	6.34593
235550	300310	5.02815
235550	601495	6.17336
235550	605258	4.56225
235550	606843	5.21412
235555	109720	3.42071
235555	118900	3.08735
235555	147480	5.08459
235555	177000	4.65801
235555	211600	5.02442
235555	214900	5.13442
235555	214950	6.16691
235555	214980	4.55141
235555	215600	4.02843
235555	231100	4.37527
235555	237500	5.02874
235555	237550	6.13272
235555	600803	4.49338
235555	601847	6.70697
235555	602347	6.52129
235555	603358	5.47928
235555	604250	6.06367
235555	604901	4.74487
235555	605814	5.13976
235555	606069	4.3778
235555	606785	6.95768
235555	607748	4.55291
235555	607765	5.56653
235600	261550	5.50666
235600	278850	5.4385
235600	306100	5.37437
235600	424500	5.95736
235600	480000	5.15185
235700	185010	6.89925
235700	206400	7.14959
235700	222800	8.51598
235700	237800	5.41003
235700	266200	5.13311
235700	268150	5.67272
235730	101200	5.95664
235730	115150	5.20655
235730	115470	5.32851
235730	117550	4.94703
235730	142623	4.77965
235730	182290	4.42442
235730	190685	4.45494
235730	194190	5.81539
235730	200990	6.23532
235730	208530	4.13932
235730	223370	4.99756
235730	304110	5.98251
235730	305450	6.43811
235730	309800	5.53707
235730	309801	5.23644
235730	607872	5.34196
235800	125800	4.13791
235800	203500	3.89162
235800	215700	5.34281
235800	220120	6.41063
235800	231950	3.71458
235800	233910	5.16215
235800	234500	4.75993
235800	239500	5.433
235800	250900	5.84093
235800	256300	4.37463
235800	276100	4.66116
235800	276600	5.00016
235800	600918	4.73239
235830	185750	5.24082
235830	220500	6.46797
235830	220600	5.45374
235830	222760	4.63304
235830	229120	4.93866
235830	249620	5.26576
235830	256200	5.1772
235830	256690	5.29603
235900	152420	4.85005
235900	162830	5.27337
235900	175510	3.77802
235900	242880	5.15102
235900	300310	5.01999
235900	602782	4.68331
236000	151390	5.07491
236000	151623	4.54069
236000	153600	6.7494
236000	186860	4.79559
236000	254400	4.63899
236000	267730	4.72558
236000	300221	3.9143
236000	603553	4.98351
236100	142945	5.81714
236100	142946	5.35792
236100	146390	4.87044
236100	147250	5.57364
236100	147950	5.1015
236100	157170	5.89967
236100	173100	5.15523
236100	304050	4.50348
236100	605627	5.40353
236110	165590	6.12296
236110	174300	6.1413
236110	179400	7.82429
236110	192445	5.49767
236110	231060	5.16634
236110	233430	5.32683
236110	241800	6.37338
236110	268670	4.52459
236110	311900	7.38612
236110	313850	5.10285
236110	600460	6.76913
236110	600757	6.83203
236110	601027	5.25966
236110	601420	5.87718
236110	606217	5.81458
236110	606713	6.73461
236130	161400	4.5916
236130	210740	4.3744
236130	236792	4.38431
236130	239510	5.16859
236130	243050	5.43995
236130	246555	5.33223
236130	247950	5.33424
236130	259750	5.05733
236130	270850	4.42141
236130	600146	4.69561
236200	154700	4.62999
236200	182212	4.39981
236200	194050	4.41222
236200	253000	4.29509
236200	603174	4.45587
236250	205900	4.22671
236250	210200	4.23623
236250	252150	3.9593
236250	255120	4.03487
236250	603174	4.6058
236270	238700	4.78535
236270	238710	4.86532
236270	250940	5.39942
236270	276600	4.48642
236270	277400	4.2874
236270	277410	3.87345
236270	607143	4.54986
236270	607689	4.18171
236270	608779	4.46975
236400	190440	4.4459
236400	600775	4.57837
236400	601222	5.14706
236400	603116	4.92392
236400	608562	4.54385
236410	186400	6.80015
236410	190440	6.12246
236410	266255	5.90522
236410	600775	6.05107
236410	601088	6.02304
236410	602471	4.88805
236410	603438	5.4953
236450	137950	4.79392
236450	256350	4.48669
236450	265600	3.85975
236450	601096	4.20491
236450	603278	4.53848
236450	608443	4.4678
236490	135300	4.7426
236490	166260	4.04562
236490	211170	4.55146
236490	228600	5.58107
236490	601812	4.00103
236500	175690	5.67594
236500	186300	5.88824
236500	186350	5.62643
236500	234280	5.82934
236500	607132	6.17699
236600	225790	4.54944
236600	236635	5.34902
236600	248000	4.72566
236600	259720	4.59135
236600	314100	4.9037
236600	605013	4.61929
236635	225790	4.5476
236635	236600	5.34902
236635	236640	5.71377
236635	243200	3.9549
236635	248000	4.97051
236635	307000	5.45946
236635	311400	6.06255
236635	314100	6.57594
236640	236635	5.71377
236640	310980	4.99481
236640	314100	5.29762
236640	601160	4.28343
236640	601163	5.56952
236660	100700	5.47145
236660	154705	4.71433
236660	248760	4.78479
236660	314400	4.86176
236660	605618	4.79544
236670	120330	4.47472
236670	236680	4.73437
236670	248700	4.73854
236670	253280	5.65982
236670	253800	5.10017
236670	601420	4.72927
236680	146510	5.57613
236680	156810	4.9193
236680	200990	5.93717
236680	208150	5.43978
236680	211200	4.69932
236680	217100	5.42326
236680	229850	5.86815
236680	236670	4.73437
236680	241800	5.72008
236680	249000	6.5647
236680	264480	6.19637
236680	273395	5.41472
236680	276820	4.44876
236680	313850	5.32053
236680	314390	5.63791
236690	168610	2.70298
236690	182940	3.24821
236690	226810	3.15202
236690	270700	3.05934
236690	606937	2.81124
236700	209900	4.63131
236700	210350	4.32209
236700	229850	4.32812
236700	243800	4.53683
236700	263530	5.03609
236700	600151	4.31413
236730	185120	3.45536
236730	193000	3.48623
236730	226000	3.91197
236730	600631	3.70914
236730	600808	3.71159
236750	230900	4.36937
236750	266200	4.28427
236750	269920	4.77507
236750	276822	4.61935
236750	608013	4.6197
236792	236130	4.38431
236792	239510	4.37306
236792	271930	4.5861
236792	608105	4.34899
236792	608395	4.35408
236792	608643	4.1809
236795	200450	4.71922
236795	603802	4.67413
236795	606777	5.66051
236795	607196	6.09335
236795	607214	4.72098
236800	204750	4.74657
236800	600060	4.5504
236800	600971	4.55404
236800	601543	4.5504
236800	607039	4.55406
236900	132090	8.06699
236900	132100	6.25486
236900	132300	5.23485
236900	203600	6.01263
236900	213820	5.26722
236900	226800	7.90404
236900	226850	5.69078
236900	239300	9.93055
236900	245180	7.91747
236900	245570	5.12
236900	256690	5.68218
236900	266100	6.55654
236900	273770	6.1503
236900	300062	7.11242
236900	300067	6.06182
236900	300388	3.98269
236900	300423	6.07384
236900	300432	6.34205
236900	309480	5.39859
236900	310370	6.76683
236900	311510	5.06496
236900	600176	8.61524
236900	601187	5.8124
236900	604364	7.01216
236900	605480	6.02135
236900	605751	6.75359
236900	607221	7.00554
236900	607578	4.3078
236900	607876	5.61068
236900	607906	4.6274
236900	608098	5.61582
236900	608217	6.07781
236900	608762	5.59999
237000	219500	4.5246
237000	220120	5.57538
237000	222690	5.28083
237000	243050	5.79605
237000	245450	4.90415
237000	247950	5.6949
237000	250940	4.51523
237000	264500	5.43625
237000	276100	4.56144
237000	605850	6.17096
237100	146160	4.08796
237100	158330	3.43214
237100	192050	5.59354
237100	300510	3.65534
237100	600171	3.251
237300	207800	5.70888
237300	207900	7.1567
237300	215700	6.19722
237300	237310	5.65215
237300	311250	5.87977
237300	601466	3.90871
237300	605899	4.78689
237310	201450	5.67837
237310	228100	4.94682
237310	237300	5.65215
237310	238750	5.80822
237310	238970	4.87308
237310	240600	5.53767
237310	256450	3.97953
237310	300250	4.51128
237310	601466	4.63613
237310	605911	5.76605
237310	606762	5.04913
237400	239510	6.27174
237400	268900	4.21704
237400	273770	5.14655
237400	300352	5.39446
237400	601815	4.93102
237400	605911	4.77242
237450	100675	6.03672
237450	108390	4.44386
237450	237500	4.95058
237450	237800	4.6752
237450	308600	6.44054
237450	606785	6.03833
237500	122700	3.76159
237500	142330	3.66856
237500	143500	5.25938
237500	211600	4.83781
237500	235555	5.02874
237500	237450	4.95058
237500	602254	4.65002
237500	606785	6.32631
237550	100675	5.49549
237550	218800	4.59817
237550	234350	4.06031
237550	235555	6.13272
237550	237800	6.3198
237550	237900	5.47731
237550	261000	4.53288
237550	601847	5.51332
237550	606785	5.89934
237800	194380	5.23164
237800	206400	7.011
237800	222800	6.28572
237800	235700	5.41003
237800	237450	4.6752
237800	237550	6.3198
237900	143500	5.41939
237900	218800	5.80717
237900	220120	4.96982
237900	237550	5.47731
237900	261630	5.03496
237900	308600	4.85175
238200	138070	5.57576
238200	220100	5.18886
238200	222350	6.12489
238200	233100	5.52
238200	242600	5.37602
238200	249650	6.28988
238200	600918	6.08503
238320	146110	4.39779
238320	158330	4.18417
238320	201710	4.22826
238320	201810	5.27343
238320	234050	4.99981
238320	264080	5.20972
238320	264300	5.20075
238320	273250	5.38645
238320	300018	5.99059
238340	239300	5.38088
238340	239510	5.37166
238340	300387	5.7931
238340	603098	5.40925
238340	608645	5.40925
238350	164230	5.62643
238350	244100	6.11779
238350	300509	6.67875
238350	309840	5.552
238350	604254	6.68244
238350	606616	6.68427
238350	606896	6.69287
238350	608445	6.69072
238400	108725	4.44845
238400	238500	4.88953
238400	602247	4.62564
238400	602491	4.92034
238400	603776	4.37047
238500	144400	4.85638
238500	144600	5.36357
238500	238400	4.88953
238500	602247	6.71822
238500	603776	4.99883
238600	144010	4.3334
238600	144250	4.32319
238600	151660	4.35884
